Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
ASTERACEAE,Brickellia,pringlei,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ, Pima County, ponderosa Pine Forest, Lizard Rock above Bear Canyon",,3/6/07,G.J. Fritz,,
ASTERACEAE,Calendula,officinalis ,L.,,,"Botanical Gardens of Bonn University, Germany",,1/18/99,G.J. Fritz,,
ASTERACEAE,Chrysothamnus,nauseosus ,(Pall.) N.L. Britt,Rabbit bush,,"McKinley Co., NM",,1979,S. Buchsbaum,,
ASTERACEAE,Centaurea,benedicta,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
ASTERACEAE,Cichorium,intybus,L.,Chicory,,Vaughan 80,,1977,H.C. Cutler,,
ASTERACEAE,Cichorium,intybus,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
ASTERACEAE,Cichorium,intybus,L.,,Seeds,Botanischer Garten der Universität Leipzig,162,,,,NEEDS LABEL
ASTERACEAE,Cichorium,endiva,L.,Green curled endive,,Vaughan 2202,,1977,H.C. Cutler,,
ASTERACEAE,Chlorocantha,spinosa,(Benth.) Watson,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams.",,9/4/98,G.J. Fritz,,
ASTERACEAE,Cirsium,arvense ,(L.) Scop.,,,"Botanical Gardens at University of Leipzig, Germany",,2/6/06,G.J. Fritz,,
ASTERACEAE,Cirsium,muticum ,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Dowagiac Fen,,1999,G.J. Fritz,,
ASTERACEAE,Conyza,canadensis,(L.) Cronq.,Horseweed,,"Missouri Botanical Gardens, St. Louis",,1977,H.C. Cutler,,
ASTERACEAE,Conyza,canadensis,,Horseweed,Seeds,Praire Future Seed Co.,,2/95,,,NEEDS LABEL
ASTERACEAE,Coreopsis,tripteris,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Wayne County, MI. Mesic Sand Prairie, Holloway borrow pit",,2003,G.J. Fritz,,
ASTERACEAE,Cynara,cardunculus,L.,Cardoon,,Vaughan 3158,,1977,H.C. Cutler,,
ASTERACEAE,Cynara,scolymus,L.,Artichoke,,Vaughan No. 3,,1977,H.C. Cutler,,
ASTERACEAE,Echinaceae,augustifolia,,,Seeds,Redwood City Seed Company,,1998,,,NEEDS LABEL
ASTERACEAE,Echinaceae,paradoxa ,(Norton) Britton,Yellow Coneflower,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Echinaceae,pallida ,(Nutt.) Nutt.,"Pale purple, coneflower, Purple coneflower",,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Echinaceae,pallida ,,,Seeds,Redwood City Seed Company,,1998,,,NEEDS LABEL
ASTERACEAE,Echinaceae,purpurea,(L.) Moench,,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Erigeron,annus ,(L.) Pers.,,,"Botanic Garden of Smith College Northampton, MA .  Collected at Whately, MA",,1998,G.J. Fritz,,
ASTERACEAE,Erigeron,philadelphicus,L.,,,Ion Nursery,,1995,M. Williams,,
ASTERACEAE,Eupatorium,cannabinam,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
ASTERACEAE,Eupatorium,coelestinum,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1997,G.J. Fritz,,
ASTERACEAE,Eupatorium,fistulosum,Barratt (W),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
ASTERACEAE,Eupatorium,perfoliatum,L.,,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
ASTERACEAE,Eupatorium,perfoliatum,L.,Bone set,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected in Bucks Co., PA",,1997,G.J. Fritz,,
ASTERACEAE,Eupatorium,perfoliatum,L.,Bone set,,"Bowman's Hill Wildflower Preserve.  New Hope, PA--Washington Crossing Historic Park, PA",,1995,G.J. Fritz,,
ASTERACEAE,Eupatorium,purpureum,L.,Green-stemmed Joe Pye weed,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,NEEDS LABEL
ASTERACEAE,Eupatorium,rugosum,Houtt.,White snakeroot,,"Bowman's Hill Wildflower Preserve.  New Hope, PA--Washington Crossing Historic Park, PA",,1995,G.J. Fritz,,
ASTERACEAE,Gaillardia,,sp.,Indian blanket flower,,"Dallas, TX",,1988,G.J. Fritz,,
ASTERACEAE,Helenium,autumnale,L.,,,"Sheffield Seed Co.,     Locke, NY 13902",,1995,M. Williams,,
ASTERACEAE,Helianthus,,sp.,Wild sunflower,,"St. Louis, MO",,,C. Erickson,,
ASTERACEAE,Helianthus,,sp.,Wild sunflower,,"Bryan, TX",,,C.H. Heiser,,
ASTERACEAE,Helianthus,annuus,L.,Hopi black dye sunflower,,"Native Seeds Search Tucson, AZ  85719",,1997,G.J. Fritz,,
ASTERACEAE,Helianthus,annuus,L.,Apache brown striped sunflower,,"Native Seeds Search  Tucson, AZ  85719",,1994,G.J. Fritz,,
ASTERACEAE,Helianthus,annuus,L.,Wild sunflower,,"N. Dallas, TX",,1988,G.J. Fritz,,
ASTERACEAE,Helianthus,annuus,L.,Cultivated sunflower,,"Montgomery Co., OH",,1981,G.E. Wagner,,
ASTERACEAE,Helianthus,annuus,L.,Wild sunflower,,"East St. Louis, IL",,,C. Erickson,,
ASTERACEAE,Helianthus,annuus,,Mandan,Seeds,North central regional plant introduction station. USA,PI600717,2011,,,NEEDS LABEL
ASTERACEAE,Helianthus,divaricatus,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Mariton Wildlife Sanctuary, Bucks Co. PA",,1997,G.J. Fritz,,
ASTERACEAE,Helianthus,salicifolius,A. Dietr.,,,"Missouri Wildflower Nursery.  Jefferson City, MO",,1995,M. Williams,,
ASTERACEAE,Helianthus,tuberosus,L.,Jerusalem artichoke (tuber),,"University City, MO",,1991,M. Williams,,
ASTERACEAE,Helianthus,tuberosus,L.,Jerusalem artichoke (seeds),,"University City, MO",,1982,L.W. Blake,,
ASTERACEAE,Heterotheca,psammophila Wagenkn.,,,,"Homolovi, AZ",,10/16/95,G. Powell,,
ASTERACEAE,Hieracium,paniculatum, L. (W),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
ASTERACEAE,Hieracium,Tomentosum ,(L.)  L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
ASTERACEAE,Inula,conyzae ,(Griess.) Meikle,,,"Botanical Gardens of Bonn University, Germany",,9/22/09,G.J. Fritz,,
ASTERACEAE,Inula,ensifolia,L.,,,"Botanical Gardens of Bonn University, Germany",,9/22/09,G.J. Fritz,,
ASTERACEAE,Iva,annua,L.,Sumpweed,,fallow agricultural field near Portage de Sioux,,10/96,G. Powell,,
,,,,"""robust type""",,"St. Charles Co., MO",,,,,
ASTERACEAE,Iva,annua,L.,Marshelder,,"Tensas Parish, LA",,1990,G.J. Fritz,,
ASTERACEAE,Iva,annua,L.,Marshelder,,"Butler Co., KY",,1979,G.E. Wagner,,
ASTERACEAE,Iva,annua,L.,Marshelder,,"St. Clair Co., IL",,1978,G.E. Wagner,,
ASTERACEAE,Iva,annua,L.,Sumpweed,,"Evansville, IL   (East St. Louis)",,,C. Erickson,,
ASTERACEAE,Iva,annua  var. macrocarpa,L. (Blake) Jackson,,,"New Madrid Co., MO Archaeological Marshelder (23NM252)",,1981,L.W. Blake,,
ASTERACEAE,Iva,annua  var. macrocarpa, L. (Blake) Jackson,,,"Newton Co., AR Archaeological Marshelder (3NW31))",,,Don Dickson,,
ASTERACEAE,Iva,frutescens,,,Seeds,"Botanic Garden of Smith College Northampton, MA .",18,2014,G.J. Fritz,,NEEDS LABEL
ASTERACEAE,Iva,xanthiifolia,Nutt.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
ASTERACEAE,Iva,xanthiifolia,Nutt.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Iva,xanthiifolia,Nutt.,Marshelder,,"Pecos, NM",,10/7/95,G. Powell,,
ASTERACEAE,Lactuca,biennis,(Moench) Fern. (C),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
ASTERACEAE,Lactuca,canadensis,A. Gray (C),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
ASTERACEAE,Lactuca,sativa L. var. longifolia Lam.,L. var. capita L.,Iceberg lettuce,,Vaughan 3423,,1977,H.C. Cutler,Species and botanical author errors?,
ASTERACEAE,Lactuca,sativa L. var. longifolia Lam.,,Romaine lettuce,,Vaughan L-29,,1977,H.C. Cutler,Species and botanical author errors?,
ASTERACEAE,Lactuca,serriola,L.,Wild lettuce,,"Missouri Botanical Gardens, St. Louis",,1977,H.C. Cutler,,
ASTERACEAE,Liatris,graminofolia ,Willd.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Burlington Co., NJ",,1997,G.J. Fritz,,
ASTERACEAE,Liatris,spicata ,L. Willd.,Button snakeroot,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1995,G.J. Fritz,,
ASTERACEAE,Onopogon,acanthium,,Cotton (Scotch) thistle,,"Tuzusai, Kazakhstan",,2010,R. Spengler,,
ASTERACEAE,Parthenium,integrifolium ,L.,Wild quinine,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Polymnia,canadesis,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Baker Woodlot,,1999,G.J. Fritz,,
ASTERACEAE,Polymnia,canadesis,L.,,,In the woods in Pere Marquette State Park,,10/14/94,G.J. Fritz,,
ASTERACEAE,Ratibita,columnifera ,(Nutt.) Wooten & Standley,"Longhead prairie, coneflower",,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Ratibita,pinnata,(Vent.) Barnh.,"Grayhead prairie, coneflower",,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
ASTERACEAE,Ratibita,pinnata ,(Vent.) Barnh.,"Grayhead prairie, coneflower",,"St. Louis Co., MO",,1993,G.J. Fritz,,
ASTERACEAE,Ratibita,pinnata ,(Vent.) Barnh,"Grayhead prairie, coneflower",,"Montgomery Co., OH",,1981,G.E. Wagner,,
ASTERACEAE,Rudbeckia,,sp. L.,coneflower,,"St. Joseph, LA",,1989,G.J. Fritz,,
ASTERACEAE,Rudbeckia,,sp. L.,coneflower,,LA Highway 131,,1988,G.J. Fritz,,
ASTERACEAE,Rudbeckia,,sp. L.,coneflower,,Vaughan 8465,,1977,H.C. Cutler,,
ASTERACEAE,Rudbeckia,hirta,L.,Black-eyed Susan,,"Missouri Wildflower Nursery.  Jefferson City, MO",,1994,G.J. Fritz,,
ASTERACEAE,Rudbeckia,laciniata,L.,,,"Botanical Gardens of Bonn University, Germany",,9/22/08,G.J. Fritz,,
ASTERACEAE,Rudbeckia,laciniata,L.,,Seeds,"Botanical Gardens Cluji-Napoca, Rumänien, Cirtisoara-Distr., Sibin, Dragulescu",3431,,,,NEEDS LABEL
ASTERACEAE,Rudbeckia,missouriensis,Engelm.,Missouri coneflower,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
ASTERACEAE,Rudbeckia,subtomentosa,Pursh.,Sweet coneflower,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
ASTERACEAE,Rudbeckia,triloba,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Biggie Munn Park North and Powerline ,,3/1/06,G.J. Fritz,,
ASTERACEAE,Senecio,aquaticus,Hill,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
ASTERACEAE,Silphium,integrifolium ,Michx.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Silphium,laciniatum,L.,Compass-Plant,,"Missouri Wildflower Nursery.  Jefferson City, MO",,1995,M. Williams,,
ASTERACEAE,Silphium,laciniatum,L.,Compass-Plant,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Silphium,laciniatum,L.,"Compass-Plant, Rosin weed",,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
ASTERACEAE,Silphium,perfoliatum,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
ASTERACEAE,Silphium,perfoliatum,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Silphium,perfoliatum,,Cup-plant,Seeds,Ion Nursery,,3/1995,,,NEEDS LABEL
ASTERACEAE,Silphium,terebinthinaceum,Jacq.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Silphium,terebinthinaceum,Jacq.,Prairie Dock,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Solidago,gigantea ,Ait.,Late goldenrod,,Ion Nursery,,1995,M. Williams,,
ASTERACEAE,Solidago,graminifolia ,(L.) Salisb.,,,Prairie Future Seed Co.,,1995,M. Williams,,
ASTERACEAE,Solidago,rigida ,L.,Rigid goldenrod,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
ASTERACEAE,Solidago,sempervirens,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Hatboro Twp., Bucks Co., PA",,1997,G.J. Fritz,,
ASTERACEAE,Solidago,speciosa Nutt. var. speciosa,,Showy-wand goldenrod,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Mariton Wildlife Sanctuary, Bucks Co.",,1997,G.J. Fritz,,
ASTERACEAE,Sonchus,oleraceus ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
ASTERACEAE,Tagetes,lemmoni,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ, Pima county, Ponderosa Pine Forest, Green Mountain",,3/6/07,G.J. Fritz,,
ASTERACEAE,Tagetes,minuta ,L.,,,"Arboretum Trsteno, Croatia",,2001,G.J. Fritz,,
ASTERACEAE,Tagetes,(Possibly T. tenuifolia Cav.) var. pumila Hort.,sp. L.,Dwarf marigold,,Vaughan 3175,,1977,H.C. Cutler,,
ASTERACEAE,Tagetes,,sp. L.,Marigolds on Parade,,Burpee,,1977,H.C. Cutler,,
ASTERACEAE,Tanacetum,cinerariifolium ,Trev. Schulz Bip.,,,"Arboretum Trsteno, Croatia",,2001,G.J. Fritz,,
ASTERACEAE,Tanacetum,cinerariifolium ,Trev. Schulz Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
ASTERACEAE,Tanacetum,cinerariifolium ,Trev. Schulz Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Tanacetum,corymbosum ,(L.) Sch. Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
ASTERACEAE,Tanacetum,macrophyllum ,Schultz. Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,1/18/99,G.J. Fritz,,
ASTERACEAE,Tanacetum,vulgare,L.,,,"Botanical Gardens at University of Leipzig, Germany Collected at Weibenfels, Sachsen-Anhalt, Germany",,1998,G.J. Fritz,,
ASTERACEAE,Tanacetum,vulgare,L.,,,"Botanical Gardens of Bonn University, Germany",,9/22/08,G.J. Fritz,,
ASTERACEAE,Taraxacum,officinale ,Weber,Dandelion,,Vaughan 3334,,1977,H.C. Cutler,,
ASTERACEAE,Trixis,californica ,Kellog.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams.",,9/4/98,G.J. Fritz,,
ASTERACEAE,Tragopogon,porrifolius,L.,Salsify Oyster Plant,,Vaughan 3751,,1977,H.C. Cutler,,
ASTERACEAE,Tragopogon,ruber,,,,"Tasbas, Kazakhstan foothills",,7/2011,R. Spengler,,
ASTERACEAE,Verbesina,encelioides (Cav.) ,Benth & Hook,"Golden Crownbeard, Goldweed",,"Santa Fe, NM",,9/30/95,G. Powell,,
ASTERACEAE,Vernonia,anthelmintica,,,,"Indian supermarket, London",,2010,R. Spengler,,
ASTERACEAE,Veronia,noveboracensis Michx.,,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Lower Salford Twp. Mongomery Co. PA",,1997,G.J. Fritz,,
ASTERACEAE,Xanthium,,,Cocklebur,,"China, Pixian river edge",,1/2010,R. Spengler,,
ASTERACEAE,Xanthium,albinum ,(Widd.) H.Scholz.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Xanthium,spinosum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
ASTERACEAE,Xanthium,strumarium,L.,Cocklebur,,Southen Weed Science Society,,1991,G.J. Fritz,,
ASTERACEAE,Zinnia,sp. ,L.,Giant sorts of zinnia,,Vaughan 6170,,1977,H.C. Cutler,,
BALSAMINACEAE,Impatiens,capensis.,Meerb.,,,"Botanic Garden of Smith College.  Northampton, MA",,9/2004,G.J. Fritz,,
BALSAMINACEAE,Impatiens,capensis ,Meerb.,Spotted touch-me-not,,Ion Nursery,,1995,M. Williams,,
Basellaceae,Basella,alba,,Malabar spinach,,USDA GRIN,674165,2023,,,
BASELLACEAE,Ullucus,tuberosus ,Caldas.,"Guava, ""guayaba""",,"Bella Union, Peru",,6/18/89,P.J. Wright,,
BERBERIDACEAE,Berberis,fremontii,J. Torr.,Fremont's mahonia,,,,1977,H.C. Cutler,,
BERBERIDACEAE,Caudophyllum,thalictroides,,Blue cohish,Seeds,Prairie Nursery,,Spring 1994,,,NEEDS LABEL
BERBERIDACEAE,Jeffersonia ,dubia ,(Maxim.) Benth. & Hook.f.ex Bak. & S.L. Moore,,,"Botanic Garden of Smith College Northampton, MA.",,4/16/07,G.J. Fritz,,
BERBERIDACEAE,Mahonia,nervosa ,Nutt.,Oregon grape,,,,,C. Erickson,,
BERBERIDACEAE,Mahonia,repens,,Creeping mahonia,,"Plants of the Southwest.  Santa Fe, NM 87501",,1999,G. Powell,,
BERBERIDACEAE,Mahonia,trifoliata,,Algerita,,"Plants of the Southwest.  Santa Fe, NM 87501",,1999,G. Powell,,
BERBERIDACEAE,Podophyllum,hexandrum ,Royle,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
BERBERIDACEAE,Podophyllum,peltatum,L.,Mayapple,,"Montgomery Co., OH",,1981,G.E. Wagner,,
BERBERIDACEAE,Podophyllum,peltatum,L.,Mayapple,,"St. Louis Co., MO",,1967,L.W. Blake,,
BETULACEAE,Alnus,,,,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
BETULACEAE,Alnus,rugosa ,(Duroi),,Seeds,Botanic Garden of Smith College,26,11/2009,G.J. Fritz,,NEEDS LABEL
BETULACEAE,Betula,alleghaniensis ,Britton.,Yellow birch,,"Orland E. White Arboretu.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
BETULACEAE,Betula,alnoides,,,,"Orland E. White Arboretu.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
BETULACEAE,Betula,lenta,L.,,Seeds,Botanic Garden of Smith College,27,11/2009,G.J. Fritz,,NEEDS LABEL
BETULACEAE,Betula,nigra,L.,River Birch,,"Butler Co., KY",,6/30/78,G.E. Wagner,,
BETULACEAE,Betula,papyrifera ,Marsh.,Paper or White birch,,"Emmet Co., MI",,8/10/89,L.W. Blake,,
BETULACEAE,Betula,papyrifera ,Marsh.,Paper or White birch,,"Emmet Co., MI",,1982,L.W. Blake,,
BETULACEAE,Carpinus,caroliniana ,Walt.,Hornbeam,,"Orland E. White Arboretu.  Blandy Experimental  Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
BETULACEAE,Carpinus,caroliniana ,Walt.,American hornbeam,Seeds,Botanic Garden of Smith College,28,11/2009,G.J. Fritz,,NEEDS LABEL
BETULACEAE,Carpinus,caroliniana ,Walt.,American hornbeam,Seeds,Botanic Garden of Smith College,25,2014,G.J. Fritz,,NEEDS LABEL
BETULACEAE,Carpinus,caroliniana ,Walt.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/5/94,G.J. Fritz,,
BETULACEAE,Carpinus,caroliniana ,Walt.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
BETULACEAE,Carpinus,caroliniana ,Walt.,Hornbeam,,"Lexington, KY",,1989,G.J. Fritz,,
BETULACEAE,Carpinus,caroliniana ,Walt.,American hornbeam,,"Butler Co., KY",,10/14/78,G.E. Wagner,,
BETULACEAE,Corylus,caroliniana ,Walt.,Hazelnut,,"Sheffield's Seed Co., Locke, NY  13092",,1995,M. Williams,,
BETULACEAE,Corylus,caroliniana ,Walt.,Hazelnut,,"Calhoun Co., IL",,1986,G.E. Wagner,,
BETULACEAE,Corylus,caroliniana ,Walt.,,Seeds,"Bowman's hill wildflower reserve, Washington Crossing Historic park, New Hope, PA. Collected at Solebury Twp, Bucks County, PA",11,1997,G.J. Fritz,,NEEDS LABEL
BETULACEAE,Corylus,avellana ,L.,Cultivated filbert,,National Food Store,,1983,L.W. Blake,,
BETULACEAE,Corylus,cornuta,Marsh.,Beaked Hazelnut,,"Botanic Garden of Smith College Northampton, MA .  Collected at Hatfield, MA",,1998,G.J. Fritz,,
BETULACEAE,Corylus,cornuta,Marsh.,Beaked Hazelnut,,"Cheboygan Co., MI",,1986,L.W. Blake,,
BETULACEAE,Ostrya,virginiana ,(Mill.),,,Botanic Garden of Smith College,29,11/2009,G.J. Fritz,,NEEDS LABEL
BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,,,W.J. Beal Botanical Garden. MI State Univ.,,10/5/94,G.J. Fritz,,
BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,"Ironwood, Hop hornbeam",,"Emmet Co., MI",,8/17/89,L.W. Blake,,
BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,American Hop hornbeam,,"Range Site (11S47).  St. Clair Co., IL",,,G.E. Wagner,,
BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,American Hop hornbeam,,Missouri Botanical Garden.  St. Louis,,1977,H.C. Cutler,,
BETULACEAE,Ostrya,virginiana ,,,Seeds,Botanic Garden of Smith College,26,2014,G.J. Fritz,,NEEDS LABEL
BIGNONIACEAE,Catalpa,sp.  Scop.,,"Catalpa, lady's cigar tree",,"St. Louis, Co.",,8/14/83,D.B. Epstein,,
BIGNONIACEAE,Catalpa,speciosa ,Warder ex Engelm,Northern Catalpa,,"Washington Univ., St. Louis, MO",,1975,G.E. Wagner,,
BIGNONIACEAE,Chilopsis,lenearis,,Desert Willow,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
BIXACEAE,Bixa,orellana,L.,Achiote,,"La Tropicana Market.  St. Louis, MO",,4/23/94,G.J. Fritz,,
BIXACEAE,Bixa,orellana,L.,Achiote,,"Yucatan, Mexico",,1993,K. Borojevic,,
BIXACEAE,Bixa,orellana,L.,Achiote,,"St. Louis, MO",,fall 1989,P.J. Wright,,
BIXACEAE,Bixa,orellana,L.,Achiote,,,,2011,J. d'alpoim Guedes,,NEEDS LABEL
BORAGINACEAE,Cryptantha,jamesii ,(Torr.),Payson,,Borage,,1977,H.C. Cutler,,
BORAGINACEAE,Cynoglossum,,sp.,Hound't tongue?,,Jefferson Co. MO,,1993,G.J. Fritz,,
BORAGINACEAE,Cynoglossum,virginianum,L.,Wild comfrey,,"Chubb Rail.  West Tyson Co. Park. St. Louis Co., MO",,10/27/94,L.W. Blake,,
BORAGINACEAE,Echium,vulgare,L.,Blueweed,,"Botanical Garden of Bonn University, Germany",,7/1994,G.J. Fritz,,
BORAGINACEAE,Hackelia,virginiana ,(L.) I.M. Johnston,Stickseed,,"Shaw Arboretum.  Franklin Co., MO",,1993,L.W. Blake,,
BORAGINACEAE,Lappula,redowski ,(Hornem.) Greene,Stickseed,,"Navajo Co., AZ",,1982,G.E. Wagner,,
BORAGINACEAE,Lithospermum,canescens  ,(Michx.) Lehm.,Orange puccoon,,Jefferson Co. MO,,1992,G.J. Fritz,,
BORAGINACEAE,Lithospermum,officinale ,L.,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Caen Botanical Garden, France",,1999,G.J. Fritz,,
BORAGINACEAE,Lithospermum,officinale,L.,European gromwell,,"Emmet Co., MI",,1988,L.W. Blake,,
BORAGINACEAE,Mertensia,virginica ,(L.) Pers.,Virginia bluebells,,"University City, MO",,1983,L.W. Blake,,
BORAGINACEAE,Myosotis,arvensis ,(L.) Hill.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
BORAGINACEAE,Onosmodium,molle ,Michx. ssp. subsetosum (Mackenz.& Bush) Cochr.,False gromwell,,"St. Francois Co., MO",,1987,L.W. Blake,,
BORAGINACEAE,Phacelia,tanacetifolia ,Benth.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
BRASSICACEAE,Arabis,hirsuta ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
BRASSICACEAE,Barbarea,vulgaris,,,Seeds,Botanischer Garten  der Universität Leipzig,289,,,,NEEDS LABEL
Brassicaceae,Brassica,carinata,,Ethiopian mustard,Seeds,USDA GRIN,PI633076,2023,,,
BRASSICACEAE,Brassica,caulorapa ,Pasq.,,,Kohlrabi Vaughan 484,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,fimbriata ,DC,Dwarf curled kale,,Vaughan 3392,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,juncea,(L.) Czern.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
BRASSICACEAE,Brassica,napus ,L.,"Turnip, Seven Top",,Vaughan 3893,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,napus ,L. var. napobrassica (L.) Peterm.,Rutebaga,,Vaughan 3732,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,nigra,L,,Seeds,Bonn,7848,,W..D.J. Koch,,NEEDS LABEL
BRASSICACEAE,Brassica,oleracea ,L. var. acephala DC,"Collards, Common kale",,Vaughan 3252,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,oleracea,L. var. botrytis L.,Cauliflower,,Vaughan 2184,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,oleracea ,L. var. capitata L.,Cabbage,,C3  Vaughan3138,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,oleracea ,L. var. capitata L.,Red cabbage,,Vaughan 3129,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,oleracea,L. var. chinensis,,,"Diomides Botanic Garden, Greece",,2001,G.J. Fritz,,
BRASSICACEAE,Brassica,oleracea,L.,,Seeds,"Deutschland, Helgoland, Küstenklippen",10077,,A. Schwartz,,NEEDS LABEL
BRASSICACEAE,Brassica,oleracea  gemmifera Zenker.,L. var.,Brussels sprouts,,Vaughan 3122,,1977,H.C. Cutler,,
BRASSICACEAE,Brassica,oleracea  italica Plenck.,L. var.,Broccoli,,Vaughan 3110,,1977,H.C. Cutler,,
